name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-256 d,3348,6.71 Earths,15.178,2014
Kepler-256 e,3348,6.12 Earths,15.178,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
Kepler-256 d,3348,6.71 Earths,15.178,2014
Kepler-256 e,3348,6.12 Earths,15.178,2014
Kepler-257 b,2545,7.32 Earths,15.652,2014
Kepler-257 c,2545,25.2 Earths,15.652,2014
Kepler-257 d,2545,21.7 Earths,15.652,2014
Kepler-258 b,1879,15.5 Earths,15.49,2014
Kepler-258 c,1879,12.7 Earths,15.49,2014
Kepler-259 b,3269,8.25 Earths,15.378,2014
Kepler-259 c,3269,7.75 Earths,15.378,2014
Kepler-25 b,793,8.7 Earths,10.769,2011
Kepler-25 c,793,15.2 Earths,10.769,2011
Kepler-25 d,793,0.226 Jupiters,10.769,2014
Kepler-257 b,2545,7.32 Earths,15.652,2014
Kepler-257 c,2545,25.2 Earths,15.652,2014
Kepler-257 d,2545,21.7 Earths,15.652,2014
Kepler-258 b,1879,15.5 Earths,15.49,2014
Kepler-258 c,1879,12.7 Earths,15.49,2014
Kepler-259 b,3269,8.25 Earths,15.378,2014
Kepler-259 c,3269,7.75 Earths,15.378,2014
Kepler-25 b,793,8.7 Earths,10.769,2011
Kepler-25 c,793,15.2 Earths,10.769,2011
Kepler-25 d,793,0.226 Jupiters,10.769,2014
Kepler-260 b,2046,4.7 Earths,14.253,2014
Kepler-260 c,2046,3.68 Earths,14.253,2014
Kepler-261 b,1036,5.39 Earths,13.738,2014
Kepler-261 c,1036,4.66 Earths,13.738,2014
Kepler-262 b,2000,2.42 Earths,14.478,2014
Kepler-262 c,2000,3.33 Earths,14.478,2014
Kepler-263 b,2462,7.61 Earths,15.435,2014
Kepler-263 c,2462,6.66 Earths,15.435,2014
Kepler-264 b,3073,11.1 Earths,13.15,2014
Kepler-264 c,3073,8.4 Earths,13.15,2014
Kepler-265 b,4176,4.12 Earths,15.47,2014
Kepler-265 c,4176,7.41 Earths,15.47,2014
Kepler-265 d,4176,6.76 Earths,15.47,2014
Kepler-265 e,4176,7.22 Earths,15.47,2014
Kepler-266 b,4472,6.71 Earths,15.787,2014
Kepler-266 c,4472,14.4 Earths,15.787,2014
Kepler-267 b,864,37.9 Earths,16.69,2014
Kepler-267 c,864,5.18 Earths,16.69,2014
Kepler-267 d,864,5.77 Earths,16.69,2014
Kepler-268 b,2779,7.04 Earths,13.844,2014
Kepler-265 b,4176,4.12 Earths,15.47,2014
Kepler-265 c,4176,7.41 Earths,15.47,2014
Kepler-265 d,4176,6.76 Earths,15.47,2014
Kepler-265 e,4176,7.22 Earths,15.47,2014
Kepler-266 b,4472,6.71 Earths,15.787,2014
Kepler-266 c,4472,14.4 Earths,15.787,2014
Kepler-267 b,864,37.9 Earths,16.69,2014
Kepler-267 c,864,5.18 Earths,16.69,2014
Kepler-267 d,864,5.77 Earths,16.69,2014
Kepler-268 b,2779,7.04 Earths,13.844,2014
Kepler-271 c,1320,0.809 Earths,13.578,2014
Kepler-271 d,1320,0.219 Earths,13.578,2016
Kepler-272 b,2902,0.245 Jupiters,14.811,2014
Kepler-272 c,2902,0.308 Jupiters,14.811,2014
Kepler-272 d,2902,5.69 Earths,14.811,2014
Kepler-273 b,2329,2.86 Earths,15.1,2014
Kepler-273 c,2329,4.58 Earths,15.1,2014
Kepler-274 b,4350,2.99 Earths,15.238,2014
Kepler-274 c,4350,4.04 Earths,15.238,2014
Kepler-275 b,6636,6.08 Earths,15.289,2014
Kepler-271 c,1320,0.809 Earths,13.578,2014
Kepler-271 d,1320,0.219 Earths,13.578,2016
Kepler-272 b,2902,0.245 Jupiters,14.811,2014
Kepler-272 c,2902,0.308 Jupiters,14.811,2014
Kepler-272 d,2902,5.69 Earths,14.811,2014
Kepler-273 b,2329,2.86 Earths,15.1,2014
Kepler-273 c,2329,4.58 Earths,15.1,2014
Kepler-274 b,4350,2.99 Earths,15.238,2014
Kepler-274 c,4350,4.04 Earths,15.238,2014
Kepler-275 b,6636,6.08 Earths,15.289,2014
Kepler-271 c,1320,0.809 Earths,13.578,2014
Kepler-271 d,1320,0.219 Earths,13.578,2016
Kepler-272 b,2902,0.245 Jupiters,14.811,2014
Kepler-272 c,2902,0.308 Jupiters,14.811,2014
Kepler-272 d,2902,5.69 Earths,14.811,2014
Kepler-273 b,2329,2.86 Earths,15.1,2014
Kepler-273 c,2329,4.58 Earths,15.1,2014
Kepler-274 b,4350,2.99 Earths,15.238,2014
Kepler-274 c,4350,4.04 Earths,15.238,2014
Kepler-275 b,6636,6.08 Earths,15.289,2014
Kepler-275 c,6636,11.4 Earths,15.289,2014
Kepler-275 d,6636,11.1 Earths,15.289,2014
Kepler-276 b,3735,8.6 Earths,15.481,2014
Kepler-276 c,3735,16.6 Earths,15.481,2013
Kepler-276 d,3735,16.3 Earths,15.481,2013
Kepler-277 b,3186,0.275 Jupiters,13.544,2013
Kepler-277 c,3186,0.202 Jupiters,13.544,2013
Kepler-278 b,1445,15.6 Earths,11.811,2014
Kepler-278 c,1445,12.6 Earths,11.811,2014
Kepler-279 b,3384,12.8 Earths,13.647,2014
Kepler-279 c,3384,0.155 Jupiters,13.647,2013
Kepler-279 d,3384,37.5 Earths,13.647,2013
Kepler-27 b,3407,9.11 Jupiters,15.822,2011
Kepler-27 c,3407,13.8 Jupiters,15.822,2011
Kepler-280 b,2546,2.7 Earths,14.35,2014
Kepler-280 c,2546,4.7 Earths,14.35,2014
Kepler-281 b,5694,8.35 Earths,15.931,2014
Kepler-281 c,5694,24.4 Earths,15.931,2014
Kepler-282 b,4363,1.01 Earths,15.444,2014
Kepler-282 c,4363,1.87 Earths,15.444,2014
Kepler-282 d,4363,0.192 Jupiters,15.444,2013
Kepler-282 e,4363,0.177 Jupiters,15.444,2013
Kepler-283 b,1527,5.18 Earths,16.216,2014
Kepler-283 c,1527,3.97 Earths,16.216,2014
Kepler-284 b,3366,5.65 Earths,15.944,2014
Kepler-284 c,3366,7.32 Earths,15.944,2014
Kepler-285 b,2689,2.36 Earths,15.198,2014
Kepler-285 c,2689,1.46 Earths,15.198,2014
Kepler-286 b,4002,2.07 Earths,15.863,2014
Kepler-286 c,4002,2.45 Earths,15.863,2014
Kepler-282 d,4363,0.192 Jupiters,15.444,2013
Kepler-282 e,4363,0.177 Jupiters,15.444,2013
Kepler-283 b,1527,5.18 Earths,16.216,2014
Kepler-283 c,1527,3.97 Earths,16.216,2014
Kepler-284 b,3366,5.65 Earths,15.944,2014
Kepler-284 c,3366,7.32 Earths,15.944,2014
Kepler-285 b,2689,2.36 Earths,15.198,2014
Kepler-285 c,2689,1.46 Earths,15.198,2014
Kepler-286 b,4002,2.07 Earths,15.863,2014
Kepler-286 c,4002,2.45 Earths,15.863,2014
Kepler-286 d,4002,2.33 Earths,15.863,2014
Kepler-286 e,4002,3.78 Earths,15.863,2014
Kepler-287 b,2727,6.04 Earths,14.952,2014
Kepler-287 c,2727,10.7 Earths,14.952,2014
Kepler-288 b,3895,3.43 Earths,15.283,2014
Kepler-288 c,3895,8.5 Earths,15.283,2014
Kepler-288 d,3895,7.61 Earths,15.283,2014
Kepler-289 b,2298,7.3 Earths,14.142,2014
Kepler-289 c,2298,0.42 Jupiters,14.142,2014
Kepler-289 d,2298,4 Earths,14.142,2014
Kepler-28 b,1430,1.51 Jupiters,15.13,2011
Kepler-28 c,1430,1.36 Jupiters,15.13,2011
Kepler-290 b,2266,5.69 Earths,15.775,2014
Kepler-290 c,2266,7.75 Earths,15.775,2014
Kepler-291 b,5827,5.31 Earths,16.218,2014
Kepler-291 c,5827,4.19 Earths,16.218,2014
Kepler-292 b,3446,2.3 Earths,16.303,2014
Kepler-292 c,3446,2.76 Earths,16.303,2014
Kepler-292 d,3446,5.6 Earths,16.303,2014
Kepler-292 e,3446,7.61 Earths,16.303,2014
Kepler-28 b,1430,1.51 Jupiters,15.13,2011
Kepler-28 c,1430,1.36 Jupiters,15.13,2011
Kepler-290 b,2266,5.69 Earths,15.775,2014
Kepler-290 c,2266,7.75 Earths,15.775,2014
Kepler-291 b,5827,5.31 Earths,16.218,2014
Kepler-291 c,5827,4.19 Earths,16.218,2014
Kepler-292 b,3446,2.3 Earths,16.303,2014
Kepler-292 c,3446,2.76 Earths,16.303,2014
Kepler-292 d,3446,5.6 Earths,16.303,2014
Kepler-292 e,3446,7.61 Earths,16.303,2014
Kepler-292 f,3446,6.12 Earths,16.303,2014
Kepler-293 b,3179,9.64 Earths,15.452,2014
Kepler-293 c,3179,14 Earths,15.452,2014
Kepler-294 b,4427,3.78 Earths,15.948,2014
Kepler-294 c,4427,7.8 Earths,15.948,2014
Kepler-295 b,5543,1.98 Earths,14.631,2014
Kepler-295 c,5543,1.71 Earths,14.631,2014
Kepler-295 d,5543,2.42 Earths,14.631,2014
Kepler-296 b,545,3.22 Earths,16.363,2014
Kepler-296 c,545,4.66 Earths,16.363,2014
Kepler-296 d,545,5.02 Earths,16.363,2014
Kepler-296 e,545,2.96 Earths,16.363,2014
Kepler-296 f,545,3.89 Earths,16.363,2014
Kepler-297 b,2258,0.153 Jupiters,14.326,2014
Kepler-297 c,2258,0.132 Jupiters,14.326,2014
Kepler-298 b,1690,4.5 Earths,15.617,2014
Kepler-298 c,1690,4.38 Earths,15.617,2014
Kepler-298 d,1690,6.8 Earths,15.617,2014
Kepler-299 b,3432,2.3 Earths,15.232,2014
Kepler-299 c,3432,7.51 Earths,15.232,2014
Kepler-296 d,545,5.02 Earths,16.363,2014
Kepler-296 e,545,2.96 Earths,16.363,2014
Kepler-296 f,545,3.89 Earths,16.363,2014
Kepler-297 b,2258,0.153 Jupiters,14.326,2014
Kepler-297 c,2258,0.132 Jupiters,14.326,2014
Kepler-298 b,1690,4.5 Earths,15.617,2014
Kepler-298 c,1690,4.38 Earths,15.617,2014
Kepler-298 d,1690,6.8 Earths,15.617,2014
Kepler-299 b,3432,2.3 Earths,15.232,2014
Kepler-299 c,3432,7.51 Earths,15.232,2014
Kepler-296 d,545,5.02 Earths,16.363,2014
Kepler-296 e,545,2.96 Earths,16.363,2014
Kepler-296 f,545,3.89 Earths,16.363,2014
Kepler-297 b,2258,0.153 Jupiters,14.326,2014
Kepler-297 c,2258,0.132 Jupiters,14.326,2014
Kepler-298 b,1690,4.5 Earths,15.617,2014
Kepler-298 c,1690,4.38 Earths,15.617,2014
Kepler-298 d,1690,6.8 Earths,15.617,2014
Kepler-299 b,3432,2.3 Earths,15.232,2014
Kepler-299 c,3432,7.51 Earths,15.232,2014
Kepler-299 d,3432,4.12 Earths,15.232,2014
Kepler-299 e,3432,4.16 Earths,15.232,2014
Kepler-29 b,2716,5 Earths,15.547,2011
Kepler-29 c,2716,4.5 Earths,15.547,2011
Kepler-300 b,3583,3.43 Earths,14.25,2014
Kepler-300 c,3583,5.69 Earths,14.25,2014
Kepler-301 b,2346,2.39 Earths,14.458,2014
Kepler-301 c,2346,2.39 Earths,14.458,2014
Kepler-301 d,2346,3.71 Earths,14.458,2014
Kepler-302 b,4575,15.5 Earths,15.694,2014
Kepler-299 d,3432,4.12 Earths,15.232,2014
Kepler-299 e,3432,4.16 Earths,15.232,2014
Kepler-29 b,2716,5 Earths,15.547,2011
Kepler-29 c,2716,4.5 Earths,15.547,2011
Kepler-300 b,3583,3.43 Earths,14.25,2014
Kepler-300 c,3583,5.69 Earths,14.25,2014
Kepler-301 b,2346,2.39 Earths,14.458,2014
Kepler-301 c,2346,2.39 Earths,14.458,2014
Kepler-301 d,2346,3.71 Earths,14.458,2014
Kepler-302 b,4575,15.5 Earths,15.694,2014
Kepler-299 d,3432,4.12 Earths,15.232,2014
Kepler-299 e,3432,4.16 Earths,15.232,2014
Kepler-29 b,2716,5 Earths,15.547,2011
Kepler-29 c,2716,4.5 Earths,15.547,2011
Kepler-300 b,3583,3.43 Earths,14.25,2014
Kepler-300 c,3583,5.69 Earths,14.25,2014
Kepler-301 b,2346,2.39 Earths,14.458,2014
Kepler-301 c,2346,2.39 Earths,14.458,2014
Kepler-301 d,2346,3.71 Earths,14.458,2014
Kepler-302 b,4575,15.5 Earths,15.694,2014
Kepler-305 e,2833,3.87 Earths,15.851,2020
Kepler-306 b,2530,2.92 Earths,15.575,2014
Kepler-306 c,2530,6.12 Earths,15.575,2014
Kepler-306 d,2530,6.66 Earths,15.575,2014
Kepler-306 e,2530,5.77 Earths,15.575,2014
Kepler-307 b,1878,7.44 Earths,14.149,2013
Kepler-307 c,1878,3.64 Earths,14.149,2013
Kepler-308 b,4358,5.14 Earths,16.019,2014
Kepler-308 c,4358,5.31 Earths,16.019,2014
Kepler-309 b,1776,3.05 Earths,15.418,2014
Kepler-309 c,1776,6.85 Earths,15.418,2014
Kepler-30 b,2982,11.3 Earths,15.726,2012
Kepler-30 c,2982,2.01 Jupiters,15.726,2012
Kepler-30 d,2982,23.1 Earths,15.726,2012
Kepler-310 b,1965,1.81 Earths,14.376,2014
Kepler-310 c,1965,11.4 Earths,14.376,2014
Kepler-310 d,1965,7 Earths,14.376,2014
Kepler-311 b,2540,3.53 Earths,13.902,2014
Kepler-311 c,2540,2.63 Earths,13.902,2014
Kepler-312 b,2602,2.21 Earths,13.01,2014
Kepler-312 c,2602,10.1 Earths,13.01,2014
Kepler-313 b,3521,6.94 Earths,14.304,2014
Kepler-313 c,3521,7.13 Earths,14.304,2014
Kepler-314 b,877,0.498 Earths,12.64,2014
Kepler-314 c,877,8.75 Earths,12.64,2014
Kepler-315 b,3786,13.7 Earths,15.546,2014
Kepler-315 c,3786,16.1 Earths,15.546,2014
Kepler-316 b,1256,1.2 Earths,15.81,2014
Kepler-316 c,1256,1.65 Earths,15.81,2014
Kepler-317 b,3068,0.345 Jupiters,15.665,2014
Kepler-312 c,2602,10.1 Earths,13.01,2014
Kepler-313 b,3521,6.94 Earths,14.304,2014
Kepler-313 c,3521,7.13 Earths,14.304,2014
Kepler-314 b,877,0.498 Earths,12.64,2014
Kepler-314 c,877,8.75 Earths,12.64,2014
Kepler-315 b,3786,13.7 Earths,15.546,2014
Kepler-315 c,3786,16.1 Earths,15.546,2014
Kepler-316 b,1256,1.2 Earths,15.81,2014
Kepler-316 c,1256,1.65 Earths,15.81,2014
Kepler-317 b,3068,0.345 Jupiters,15.665,2014
Kepler-320 c,2696,2.45 Earths,13.494,2014
Kepler-321 b,1254,3.78 Earths,12.918,2014
Kepler-321 c,1254,5.99 Earths,12.918,2014
Kepler-322 b,1306,1.01 Earths,13.687,2014
Kepler-322 c,1306,3.43 Earths,13.687,2014
Kepler-323 b,1484,2.153 Jupiters,12.78,2014
Kepler-323 c,1484,0.251 Jupiters,12.78,2014
Kepler-324 b,1636,1.55 Earths,14.222,2014
Kepler-324 c,1636,10.1 Earths,14.222,2014
Kepler-324 d,1636,2.23 Earths,14.222,2021
Kepler-325 b,2685,8.8 Earths,15.175,2014
Kepler-325 c,2685,6.99 Earths,15.175,2014
Kepler-325 d,2685,8.2 Earths,15.175,2014
Kepler-326 b,1591,0.14 Jupiters,13.734,2014
Kepler-326 c,1591,17.4 Earths,13.734,2014
Kepler-326 d,1591,6.9 Earths,13.734,2014
Kepler-327 b,789,1.41 Earths,15.611,2014
Kepler-327 c,789,20.3 Earths,15.611,2014
Kepler-327 d,789,3.64 Earths,15.611,2014
Kepler-328 b,7219,28.5 Earths,15.794,2013
Kepler-325 b,2685,8.8 Earths,15.175,2014
Kepler-325 c,2685,6.99 Earths,15.175,2014
Kepler-325 d,2685,8.2 Earths,15.175,2014
Kepler-326 b,1591,0.14 Jupiters,13.734,2014
Kepler-326 c,1591,17.4 Earths,13.734,2014
Kepler-326 d,1591,6.9 Earths,13.734,2014
Kepler-327 b,789,1.41 Earths,15.611,2014
Kepler-327 c,789,20.3 Earths,15.611,2014
Kepler-327 d,789,3.64 Earths,15.611,2014
Kepler-328 b,7219,28.5 Earths,15.794,2013
Kepler-328 c,7219,39.4 Earths,15.794,2013
Kepler-329 b,1434,2.54 Earths,15.886,2014
Kepler-329 c,1434,4.38 Earths,15.886,2014
Kepler-32 b,1056,4.1 Jupiters,16.36,2011
Kepler-32 c,1056,0.5 Jupiters,16.36,2011
Kepler-32 d,1056,7.75 Earths,16.36,2012
Kepler-32 e,1056,2.86 Earths,16.36,2012
Kepler-32 f,1056,0.477 Earths,16.36,2012
Kepler-330 b,2341,2.39 Earths,15.569,2014
Kepler-330 c,2341,4.46 Earths,15.569,2014
Kepler-328 c,7219,39.4 Earths,15.794,2013
Kepler-329 b,1434,2.54 Earths,15.886,2014
Kepler-329 c,1434,4.38 Earths,15.886,2014
Kepler-32 b,1056,4.1 Jupiters,16.36,2011
Kepler-32 c,1056,0.5 Jupiters,16.36,2011
Kepler-32 d,1056,7.75 Earths,16.36,2012
Kepler-32 e,1056,2.86 Earths,16.36,2012
Kepler-32 f,1056,0.477 Earths,16.36,2012
Kepler-330 b,2341,2.39 Earths,15.569,2014
Kepler-330 c,2341,4.46 Earths,15.569,2014
Kepler-331 b,1892,3.97 Earths,16.199,2014
Kepler-331 c,1892,4.04 Earths,16.199,2014
Kepler-331 d,1892,3.33 Earths,16.199,2014
Kepler-332 b,1123,1.71 Earths,14.243,2014
Kepler-332 c,1123,1.32 Earths,14.243,2014
Kepler-332 d,1123,1.76 Earths,14.243,2014
Kepler-333 b,1058,28.2 Earths,15.052,2014
Kepler-333 c,1058,1.41 Earths,15.052,2014
Kepler-334 b,1392,1.46 Earths,12.834,2014
Kepler-334 c,1392,2.63 Earths,12.834,2014
Kepler-334 d,1392,2.57 Earths,12.834,2014
Kepler-335 b,4172,11.4 Earths,14.111,2014
Kepler-335 c,4172,9.64 Earths,14.111,2014
Kepler-336 b,2508,1.04 Earths,13.677,2014
Kepler-336 c,2508,5.06 Earths,13.677,2014
Kepler-336 d,2508,6.21 Earths,13.677,2014
Kepler-337 b,2212,2.99 Earths,12.799,2014
Kepler-337 c,2212,4.86 Earths,12.799,2014
Kepler-338 b,1803,30.6 Earths,12.19,2014
Kepler-338 c,1803,6.08 Earths,12.19,2014
Kepler-334 d,1392,2.57 Earths,12.834,2014
Kepler-335 b,4172,11.4 Earths,14.111,2014
Kepler-335 c,4172,9.64 Earths,14.111,2014
Kepler-336 b,2508,1.04 Earths,13.677,2014
Kepler-336 c,2508,5.06 Earths,13.677,2014
Kepler-336 d,2508,6.21 Earths,13.677,2014
Kepler-337 b,2212,2.99 Earths,12.799,2014
Kepler-337 c,2212,4.86 Earths,12.799,2014
Kepler-338 b,1803,30.6 Earths,12.19,2014
Kepler-338 c,1803,6.08 Earths,12.19,2014
Kepler-340 b,2638,6.94 Earths,12.329,2014
Kepler-340 c,2638,11.3 Earths,12.329,2014
Kepler-341 b,3415,1.76 Earths,14.739,2014
Kepler-341 c,3415,3.53 Earths,14.739,2014
Kepler-341 d,3415,4.08 Earths,14.739,2014
Kepler-341 e,3415,4.62 Earths,14.739,2014
Kepler-342 b,2550,5.69 Earths,13.2,2014
Kepler-342 c,2550,4.5 Earths,13.2,2014
Kepler-342 d,2550,6.76 Earths,13.2,2014
Kepler-342 e,2550,0.615 Earths,13.2,2016
Kepler-340 b,2638,6.94 Earths,12.329,2014
Kepler-340 c,2638,11.3 Earths,12.329,2014
Kepler-341 b,3415,1.76 Earths,14.739,2014
Kepler-341 c,3415,3.53 Earths,14.739,2014
Kepler-341 d,3415,4.08 Earths,14.739,2014
Kepler-341 e,3415,4.62 Earths,14.739,2014
Kepler-342 b,2550,5.69 Earths,13.2,2014
Kepler-342 c,2550,4.5 Earths,13.2,2014
Kepler-342 d,2550,6.76 Earths,13.2,2014
Kepler-342 e,2550,0.615 Earths,13.2,2016
Kepler-343 b,3025,6.39 Earths,14.063,2014
Kepler-343 c,3025,4.74 Earths,14.063,2014
Kepler-344 b,3272,7.32 Earths,15.539,2014
Kepler-344 c,3272,9.01 Earths,15.539,2014
Kepler-345 b,848,0.5 Earths,14.344,2014
Kepler-345 c,848,2.2 Earths,14.344,2014
Kepler-346 b,3210,7.56 Earths,15.261,2014
Kepler-346 c,3210,9.64 Earths,15.261,2014
Kepler-347 b,4237,4.54 Earths,14.567,2014
Kepler-347 c,4237,3.71 Earths,14.567,2014
Kepler-343 b,3025,6.39 Earths,14.063,2014
Kepler-343 c,3025,4.74 Earths,14.063,2014
Kepler-344 b,3272,7.32 Earths,15.539,2014
Kepler-344 c,3272,9.01 Earths,15.539,2014
Kepler-345 b,848,0.5 Earths,14.344,2014
Kepler-345 c,848,2.2 Earths,14.344,2014
Kepler-346 b,3210,7.56 Earths,15.261,2014
Kepler-346 c,3210,9.64 Earths,15.261,2014
Kepler-347 b,4237,4.54 Earths,14.567,2014
Kepler-347 c,4237,3.71 Earths,14.567,2014
Kepler-348 b,1862,2.92 Earths,12.676,2014
Kepler-348 c,1862,2.33 Earths,12.676,2014
Kepler-349 b,3069,0.297 Jupiters,14.915,2014
Kepler-349 c,3069,4.5 Earths,14.915,2014
Kepler-34 b,5874,0.22 Jupiters,15.087,2011
Kepler-350 b,3121,4.08 Earths,13.965,2014
Kepler-350 c,3121,6.1 Earths,13.965,2013
Kepler-350 d,3121,14.9 Earths,13.965,2013
Kepler-351 b,3536,4.8 Earths,16.229,2014
Kepler-351 c,3536,11.1 Earths,16.229,2014
Kepler-351 d,3536,7.85 Earths,16.229,2016
Kepler-352 b,824,0.566 Earths,13.142,2014
Kepler-352 c,824,2.07 Earths,13.142,2014
Kepler-353 b,1255,0.64 Earths,16.126,2014
Kepler-353 c,1255,2.48 Earths,16.126,2014
Kepler-354 b,1807,4.04 Earths,15.771,2014
Kepler-354 c,1807,2.27 Earths,15.771,2014
Kepler-354 d,1807,2.07 Earths,15.771,2014
Kepler-355 b,4672,2.73 Earths,15.242,2014
Kepler-355 c,4672,7.8 Earths,15.242,2014
Kepler-351 d,3536,7.85 Earths,16.229,2016
Kepler-352 b,824,0.566 Earths,13.142,2014
Kepler-352 c,824,2.07 Earths,13.142,2014
Kepler-353 b,1255,0.64 Earths,16.126,2014
Kepler-353 c,1255,2.48 Earths,16.126,2014
Kepler-354 b,1807,4.04 Earths,15.771,2014
Kepler-354 c,1807,2.27 Earths,15.771,2014
Kepler-354 d,1807,2.07 Earths,15.771,2014
Kepler-355 b,4672,2.73 Earths,15.242,2014
Kepler-355 c,4672,7.8 Earths,15.242,2014
Kepler-351 d,3536,7.85 Earths,16.229,2016
Kepler-352 b,824,0.566 Earths,13.142,2014
Kepler-352 c,824,2.07 Earths,13.142,2014
Kepler-353 b,1255,0.64 Earths,16.126,2014
Kepler-353 c,1255,2.48 Earths,16.126,2014
Kepler-354 b,1807,4.04 Earths,15.771,2014
Kepler-354 c,1807,2.27 Earths,15.771,2014
Kepler-354 d,1807,2.07 Earths,15.771,2014
Kepler-355 b,4672,2.73 Earths,15.242,2014
Kepler-355 c,4672,7.8 Earths,15.242,2014
Kepler-351 d,3536,7.85 Earths,16.229,2016
Kepler-352 b,824,0.566 Earths,13.142,2014
Kepler-352 c,824,2.07 Earths,13.142,2014
Kepler-353 b,1255,0.64 Earths,16.126,2014
Kepler-353 c,1255,2.48 Earths,16.126,2014
Kepler-354 b,1807,4.04 Earths,15.771,2014
Kepler-354 c,1807,2.27 Earths,15.771,2014
Kepler-354 d,1807,2.07 Earths,15.771,2014
Kepler-355 b,4672,2.73 Earths,15.242,2014
Kepler-355 c,4672,7.8 Earths,15.242,2014
Kepler-356 b,2308,3.09 Earths,13.058,2014
Kepler-356 c,2308,3.93 Earths,13.058,2014
Kepler-357 b,2246,4.04 Earths,15.735,2014
Kepler-357 c,2246,7.61 Earths,15.735,2014
Kepler-357 d,2246,11.6 Earths,15.735,2014
Kepler-358 b,3592,7.85 Earths,15.516,2014
Kepler-358 c,3592,8.5 Earths,15.516,2014
Kepler-359 b,4708,12.2 Earths,15.805,2014
Kepler-359 c,4708,2.9 Earths,15.805,2014
Kepler-359 d,4708,2.7 Earths,15.805,2014
Kepler-35 b,5934,0.127 Jupiters,15.863,2011
Kepler-360 b,2858,3.36 Earths,15.011,2014
Kepler-360 c,2858,5.06 Earths,15.011,2014
Kepler-361 b,3035,2.7 Earths,13.635,2014
Kepler-361 c,3035,6.9 Earths,13.635,2014
Kepler-362 b,3557,0.615 Earths,14.608,2014
Kepler-362 c,3557,2.7 Earths,14.608,2014
Kepler-363 b,2488,1.65 Earths,13.472,2014
Kepler-363 c,2488,0.209 Jupiters,13.472,2014
Kepler-363 d,2488,4.86 Earths,13.472,2014
Kepler-369 b,698,1.51 Earths,16.429,2014
Kepler-369 c,698,2.57 Earths,16.429,2014
Kepler-36 b,1722,3.83 Earths,11.941,2012
Kepler-36 c,1722,7.13 Earths,11.941,2012
Kepler-370 b,3810,3.15 Earths,15.467,2014
Kepler-370 c,3810,4.31 Earths,15.467,2014
Kepler-371 b,2653,4.23 Earths,13.997,2014
Kepler-371 c,2653,3.82 Earths,13.997,2014
Kepler-372 b,4873,2.42 Earths,14.928,2014
Kepler-372 c,4873,5.02 Earths,14.928,2014
Kepler-372 d,4873,3.5 Earths,14.928,2014
Kepler-373 b,3557,2.42 Earths,14.596,2014
Kepler-373 c,3557,2.07 Earths,14.596,2014
Kepler-374 b,4128,1.08 Earths,14.701,2014
Kepler-374 c,4128,1.37 Earths,14.701,2014
Kepler-374 d,4128,2.27 Earths,14.701,2014
Kepler-375 b,4041,2.7 Earths,15.643,2014
Kepler-375 c,4041,7.51 Earths,15.643,2014
Kepler-376 b,3011,1.24 Earths,13.86,2014
Kepler-376 c,3011,3.86 Earths,13.86,2014
Kepler-372 d,4873,3.5 Earths,14.928,2014
Kepler-373 b,3557,2.42 Earths,14.596,2014
Kepler-373 c,3557,2.07 Earths,14.596,2014
Kepler-374 b,4128,1.08 Earths,14.701,2014
Kepler-374 c,4128,1.37 Earths,14.701,2014
Kepler-374 d,4128,2.27 Earths,14.701,2014
Kepler-375 b,4041,2.7 Earths,15.643,2014
Kepler-375 c,4041,7.51 Earths,15.643,2014
Kepler-376 b,3011,1.24 Earths,13.86,2014
Kepler-376 c,3011,3.86 Earths,13.86,2014
Kepler-377 b,2687,2.51 Earths,14.081,2014
Kepler-377 c,2687,4.9 Earths,14.081,2014
Kepler-378 b,496,0.347 Earths,12.619,2014
Kepler-378 c,496,0.271 Earths,12.619,2014
Kepler-379 b,2385,3.39 Earths,13.475,2014
Kepler-379 c,2385,5.86 Earths,13.475,2014
Kepler-37 b,209,3.1783 Earths,9.770001,2013
Kepler-37 c,209,12 Earths,9.770001,2013
Kepler-37 d,209,12.2 Earths,9.770001,2013
Kepler-37 e,209,0.0275 Earths,9.770001,2014
Kepler-377 b,2687,2.51 Earths,14.081,2014
Kepler-377 c,2687,4.9 Earths,14.081,2014
Kepler-378 b,496,0.347 Earths,12.619,2014
Kepler-378 c,496,0.271 Earths,12.619,2014
Kepler-379 b,2385,3.39 Earths,13.475,2014
Kepler-379 c,2385,5.86 Earths,13.475,2014
Kepler-37 b,209,3.1783 Earths,9.770001,2013
Kepler-37 c,209,12 Earths,9.770001,2013
Kepler-37 d,209,12.2 Earths,9.770001,2013
Kepler-37 e,209,0.0275 Earths,9.770001,2014
Kepler-380 b,2654,1.81 Earths,13.74,2014
Kepler-380 c,2654,2.15 Earths,13.74,2014
